original_line,game_name,custom_name,bgg_link,bgg_id,name,year,yearpublished,rank,bayesaverage,average,usersrated,is_expansion,bgg_rank,bgg_rating,bgg_average,bgg_users_rated,abstracts_rank,cgs_rank,childrensgames_rank,familygames_rank,partygames_rank,strategygames_rank,thematic_rank,wargames_rank,status,confidence,image_filename,min_players,max_players,best_player_count,recommended_player_count,playing_time,complexity_weight,mechanics,categories
https://boardgamegeek.com/boardgame/194594/dice-forge # Dice Forge,Dice Forge,Dice Forge,https://boardgamegeek.com/boardgame/194594/dice-forge,194594,Dice Forge,2017,2017,477,7.01094,7.21591,23750,0,477,,,,,,,124.0,,,,,Found from URL,High,Dice Forge_2017_194594.jpg,2,4,4,"2, 3",45 min,1.97,"Deck, Bag, and Pool Building; Dice Rolling; Open Drafting; Random Production",Ancient; Dice; Fantasy
https://boardgamegeek.com/boardgame/394106/everdell-farshore # Everdell: Farshore,Everdell: Farshore,Everdell: Farshore,https://boardgamegeek.com/boardgame/394106/everdell-farshore,394106,Everdell Farshore,2023,2023,982,6.64564,7.85257,2391,0,982,,,,,,,209.0,,539.0,,,Found from URL,High,Everdell Farshore_2023_394106.png,1,4,"2, 3","1, 4",40-80 min,2.82,Hand Management; Open Drafting; Set Collection; Worker Placement,Animals; Card Game; City Building
https://boardgamegeek.com/boardgame/396543/havalandi # Havalandi,Havalandi,Havalandi,https://boardgamegeek.com/boardgame/396543/havalandi,396543,Havalandi,2023,2023,6348,5.6858,6.67801,418,0,6348,,,,,,,,,2154.0,,,Found from URL,High,Havalandi_2023_396543.jpg,2,4,3,"2, 4",45-60 min,2.0,Connections; Dice Rolling; End Game Bonuses; Hexagon Grid; Once-Per-Game Abilities,Abstract Strategy
https://boardgamegeek.com/boardgame/425005/everdell-duo # Everdell Duo,Everdell Duo,Everdell Duo,https://boardgamegeek.com/boardgame/425005/everdell-duo,425005,Everdell Duo,2025,2025,1935,6.24091,7.71509,1184,0,1935,,,,,,,538.0,,1007.0,,,Found from URL,High,Everdell Duo_2025_425005.png,1,2,2,1,30 min,2.64,Contracts; Cooperative Game; Income; Open Drafting; Scenario / Mission / Campaign Game,Animals; Card Game; City Building
https://boardgamegeek.com/boardgame/169426/roll-player # Roll Player,Roll Player,Roll Player,https://boardgamegeek.com/boardgame/169426/roll-player,169426,Roll Player,2016,2016,287,7.21336,7.42532,21952,0,287,,,,,,,,,230.0,,,Found from URL,High,Roll Player_2016_169426.jpg,1,4,3,"1, 2, 4",60-90 min,2.42,Dice Rolling; Open Drafting; Role Playing; Set Collection; Variable Player Powers,Dice; Fantasy; Medieval
https://boardgamegeek.com/boardgame/199561/sagrada # Sagrada,Sagrada,Sagrada,https://boardgamegeek.com/boardgame/199561/sagrada,199561,Sagrada,2017,2017,215,7.32708,7.47082,45781,0,215,,,,10.0,,,46.0,,,,,Found from URL,High,Sagrada_2017_199561.jpg,1,4,2,"3, 4",30-45 min,1.92,Contracts; Dice Rolling; End Game Bonuses; Grid Coverage; Open Drafting,Dice; Puzzle
https://boardgamegeek.com/boardgame/368028/run # Run,Run,Run,https://boardgamegeek.com/boardgame/368028/run,368028,RUN,2023,2023,5276,5.75042,7.49279,331,0,5276,,,,,,,,,,,,Found from URL,High,RUN_2023_368028.jpg,2,2,,,10-30 min,2.14,Deduction; Grid Movement; Hidden Movement; Once-Per-Game Abilities; Variable Player Powers,Deduction
https://boardgamegeek.com/boardgame/148228/splendor # Splendor,Splendor,Splendor,https://boardgamegeek.com/boardgame/148228/splendor,148228,Splendor,2014,2014,237,7.29225,7.41859,87077,0,237,,,,,,,54.0,,,,,Found from URL,High,Splendor_2014_148228.png,2,4,3,"2, 4",30 min,1.78,Contracts; Open Drafting; Race; Set Collection,Card Game; Economic; Renaissance
https://boardgamegeek.com/boardgame/208171/waldgartner # Waldgärtner,Waldgärtner,Waldgärtner,https://boardgamegeek.com/boardgame/208171/waldgartner,208171,Waldgärtner,2016,2016,0,0.0,6.29091,11,0,,,,,,,,,,,,,Found from URL,High,Waldgärtner_2016_208171.jpg,2,7,,,60-90 min,,Betting and Bluffing; Hand Management; Simultaneous Action Selection; Tile Placement,Educational; Farming; Territory Building
https://boardgamegeek.com/boardgame/182194/aya # Aya,Aya,Aya,https://boardgamegeek.com/boardgame/182194/aya,182194,AYA,2015,2015,16263,5.52853,5.74122,327,0,16263,,,,,,,,,,,,Found from URL,High,AYA_2015_182194.jpg,2,5,,1,30 min,1.71,Cooperative Game,Action / Dexterity; Adventure; Animals
https://boardgamegeek.com/boardgame/43015/hansa-teutonica # Hansa Teutonica Big Box,Hansa Teutonica Big Box,Hansa Teutonica Big Box,https://boardgamegeek.com/boardgame/43015/hansa-teutonica,43015,Hansa Teutonica,2009,2009,147,7.46573,7.74246,16783,0,147,,,,,,,,,107.0,,,Found from URL,High,Hansa Teutonica_2009_43015.jpg,2,5,5,"3, 4",45-90 min,3.09,Action Points; Area Majority / Influence; End Game Bonuses; Network and Route Building; Ownership,Medieval
https://boardgamegeek.com/boardgame/199792/everdell # Everdell,Everdell,Everdell,https://boardgamegeek.com/boardgame/199792/everdell,199792,Everdell,2018,2018,41,7.81904,7.99493,64236,0,41,,,,,,,,,49.0,,,Found from URL,High,Everdell_2018_199792.png,1,4,3,"1, 2, 4",40-80 min,2.83,Contracts; End Game Bonuses; Hand Management; Income; Open Drafting,Animals; Card Game; City Building
https://boardgamegeek.com/boardgame/370591/dorfromantik-the-board-game # Dorfromantik,Dorfromantik,Dorfromantik,https://boardgamegeek.com/boardgame/370591/dorfromantik-the-board-game,370591,Dorfromantik: The Board Game,2022,2022,340,7.14891,7.6082,9528,0,340,,,,,,,69.0,,,,,Found from URL,High,Dorfromantik The Board Game_2022_370591.jpg,1,6,"1, 2",3,30-60 min,1.63,Area Majority / Influence; Cooperative Game; Hexagon Grid; Map Addition; Modular Board,Environmental; Puzzle; Territory Building
https://boardgamegeek.com/boardgame/408590/space-missions # Space Missions,Space Missions,Space Missions,https://boardgamegeek.com/boardgame/408590/space-missions,408590,Space Missions,2024,2024,18387,5.52091,6.92805,41,0,18387,,,,,,,,,,,,Found from URL,High,Space Missions_2024_408590.jpg,1,4,,,60-90 min,3.1,Action Retrieval; End Game Bonuses; Events; Hand Management; Memory,Space Exploration
https://boardgamegeek.com/boardgame/260300/dungeon-mayhem # Dungeon Mayhem,Dungeon Mayhem,Dungeon Mayhem,https://boardgamegeek.com/boardgame/260300/dungeon-mayhem,260300,Dungeon Mayhem,2018,2018,1824,6.29816,6.86653,4401,0,1824,,,,,,,646.0,,,,,Found from URL,High,Dungeon Mayhem_2018_260300.jpg,2,4,4,"2, 3",10 min,1.16,Hand Management; Income; Player Elimination; Take That; Variable Player Powers,Card Game; Fantasy; Fighting
https://boardgamegeek.com/boardgame/385529/the-vale-of-eternity # The Vale of Eternity,The Vale of Eternity,The Vale of Eternity,https://boardgamegeek.com/boardgame/385529/the-vale-of-eternity,385529,The Vale of Eternity,2023,2023,375,7.10687,7.60665,8076,0,375,,,,,,,72.0,,250.0,,,Found from URL,High,The Vale of Eternity_2023_385529.png,2,4,3,"2, 4",30-45 min,2.15,Hand Management; Multi-Use Cards; Open Drafting; Race; Set Collection,Card Game; Fantasy; Mythology
https://boardgamegeek.com/boardgame/385761/faraway # Faraway,Faraway,Faraway,https://boardgamegeek.com/boardgame/385761/faraway,385761,Faraway,2023,2023,268,7.23718,7.55456,14482,0,268,,,,,,,49.0,,,,,Found from URL,High,Faraway_2023_385761.png,2,6,3,"2, 4, 5",15-30 min,1.91,Constrained Bidding; End Game Bonuses; Hand Management; Open Drafting; Selection Order Bid,Card Game; Fantasy; Puzzle
https://boardgamegeek.com/boardgame/391163/forest-shuffle # Mischwald,Mischwald,Mischwald,https://boardgamegeek.com/boardgame/391163/forest-shuffle,391163,Forest Shuffle,2023,2023,162,7.41475,7.72897,16826,0,162,,,,,,,23.0,,137.0,,,Found from URL,High,Forest Shuffle_2023_391163.jpg,2,5,2,"3, 4",40-60 min,2.21,End Game Bonuses; Hand Management; Layering; Melding and Splaying; Multi-Use Cards,Animals; Card Game; Educational
https://boardgamegeek.com/boardgame/282853/catan-starfarers # Catan: Sternenfahrer,Catan: Sternenfahrer,Catan: Sternenfahrer,https://boardgamegeek.com/boardgame/282853/catan-starfarers,282853,CATAN: Starfarers,2019,2019,1738,6.3264,7.52723,1744,0,1738,,,,,,,486.0,,,,,Found from URL,High,CATAN Starfarers_2019_282853.png,3,4,4,3,120 min,2.6,Hexagon Grid; Modular Board; Trading; Variable Set-up,Exploration; Negotiation; Science Fiction
https://boardgamegeek.com/boardgame/376805/catan-starfarers-new-encounters # Catan: Sternenfahrer - Neue Begegnungen,Catan: Sternenfahrer - Neue Begegnungen,Catan: Sternenfahrer - Neue Begegnungen,https://boardgamegeek.com/boardgame/376805/catan-starfarers-new-encounters,376805,CATAN: Starfarers  –  New Encounters,2023,2023,0,5.53384,7.84,35,1,,,,,,,,,,,,,Found from URL,High,CATAN_ Starfarers  –  New Encounters_2023_376805.jpg,3,4,,,120 min,,,Expansion for Base-game
https://boardgamegeek.com/boardgame/256382/disney-villainous-the-worst-takes-it-all # Disney Villainous: Böse Miene zum guten Spiel!,Disney Villainous: Böse Miene zum guten Spiel!,Disney Villainous: Böse Miene zum guten Spiel!,https://boardgamegeek.com/boardgame/256382/disney-villainous-the-worst-takes-it-all,256382,Disney Villainous: The Worst Takes it All,2018,2018,907,6.69231,6.92243,22131,0,907,,,,,,,302.0,,,,,Found from URL,High,Disney Villainous_ The Worst Takes it All_2018_256382.jpg,2,6,3,"2, 4",45-120 min,2.49,Hand Management; Take That; Variable Player Powers,Card Game; Fantasy; Medieval
https://boardgamegeek.com/boardgame/299047/disney-villainous-perfectly-wretched # Disney Villainous: Das Böse hat Stil!,Disney Villainous: Das Böse hat Stil!,Disney Villainous: Das Böse hat Stil!,https://boardgamegeek.com/boardgame/299047/disney-villainous-perfectly-wretched,299047,Disney Villainous: Perfectly Wretched,2020,2020,905,6.69391,7.57197,3716,0,905,,,,,,,211.0,,,,,Found from URL,High,Disney Villainous Perfectly Wretched_2020_299047.png,2,3,3,2,40-60 min,2.31,Hand Management; Take That; Variable Player Powers,Card Game; Fantasy; Movies / TV / Radio theme
https://boardgamegeek.com/boardgame/137168/klugscheisser-2-edition-krasses-wissen # Klugscheisser 2. Edition - Krasses Wissen,Klugscheisser 2. Edition - Krasses Wissen,Klugscheisser 2. Edition - Krasses Wissen,https://boardgamegeek.com/boardgame/137168/klugscheisser-2-edition-krasses-wissen,137168,Klugscheisser 2: Edition Krasses Wissen,0,0,27948,5.47489,4.52069,58,0,27948,,,,,,,,,,,,Found from URL,High,Klugscheisser 2_ Edition Krasses Wissen_0_137168.jpg,2,99,,,,1.0,,Card Game; Party Game; Trivia
https://boardgamegeek.com/boardgame/421006/the-lord-of-the-rings-duel-for-middle-earth # Herr der Ringe: Duell um Mittelerde,Herr der Ringe: Duell um Mittelerde,Herr der Ringe: Duell um Mittelerde,https://boardgamegeek.com/boardgame/421006/the-lord-of-the-rings-duel-for-middle-earth,421006,The Lord of the Rings: Duel for Middle-earth,2024,2024,32,7.89234,8.36406,13973,0,32,,,,,,,1.0,,24.0,,,Found from URL,High,The Lord of the Rings_ Duel for Middle-earth_2024_421006.jpg,2,2,2,,30 min,2.06,Area Majority / Influence; Hand Management; Income; Layering; Market,Card Game; Fantasy; Novel-based
https://boardgamegeek.com/boardgame/414317/harmonies # Harmonies,Harmonies,Harmonies,https://boardgamegeek.com/boardgame/414317/harmonies,414317,Harmonies,2024,2024,69,7.69529,8.02351,21411,0,69,,,,3.0,,,10.0,,,,,Found from URL,High,Harmonies_2024_414317.png,1,4,"2, 3","1, 4",30-45 min,2.02,Chaining; Hexagon Grid; Open Drafting; Pattern Building; Set Collection,Abstract Strategy; Animals; Environmental
https://boardgamegeek.com/boardgame/369880/beer-and-bread # Beer and Bread,Beer and Bread,Beer and Bread,https://boardgamegeek.com/boardgame/369880/beer-and-bread,369880,Beer & Bread,2022,2022,723,6.81367,7.34426,6132,0,723,,,,,,,169.0,,457.0,,,Found from URL,High,Beer & Bread_2022_369880.jpg,2,2,2,,30-45 min,2.35,Closed Drafting; Contracts; End Game Bonuses; Hand Management; Highest-Lowest Scoring,Card Game; Farming; Medieval
https://boardgamegeek.com/boardgame/295947/cascadia # Cascadia,Cascadia,Cascadia,https://boardgamegeek.com/boardgame/295947/cascadia,295947,Cascadia,2021,2021,54,7.7466,7.90788,50319,0,54,,,,1.0,,,9.0,,,,,Found from URL,High,Cascadia_2021_295947.jpg,1,4,"2, 3","1, 4",30-45 min,1.85,End Game Bonuses; Hexagon Grid; Open Drafting; Pattern Building; Solo / Solitaire Game,Animals; Environmental
https://boardgamegeek.com/boardgame/364073/splendor-duel # Splendor Duel,Splendor Duel,Splendor Duel,https://boardgamegeek.com/boardgame/364073/splendor-duel,364073,Splendor Duel,2022,2022,114,7.54599,7.88754,16854,0,114,,,,,,,16.0,,97.0,,,Found from URL,High,Splendor Duel_2022_364073.jpg,2,2,2,,30 min,2.01,Contracts; Open Drafting; Race; Set Collection,Card Game; Economic; Renaissance
https://boardgamegeek.com/boardgame/173346/7-wonders-duel # 7 Wonders Duel,7 Wonders Duel,7 Wonders Duel,https://boardgamegeek.com/boardgame/173346/7-wonders-duel,173346,7 Wonders Duel,2015,2015,21,7.95793,8.08271,104626,0,21,,,,,,,,,26.0,,,Found from URL,High,7 Wonders Duel_2015_173346.jpg,2,2,2,,30 min,2.23,End Game Bonuses; Income; Melding and Splaying; Modular Board; Multi-Use Cards,Ancient; Card Game; City Building
https://boardgamegeek.com/boardgame/66056/rivals-for-catan # Catan: Das Duell,Catan: Das Duell,Catan: Das Duell,https://boardgamegeek.com/boardgame/66056/rivals-for-catan,66056,Rivals for Catan,2010,2010,1147,6.56424,6.93453,8221,0,1147,,,,,,,,,765.0,,,Found from URL,High,Rivals for Catan_2010_66056.jpg,2,2,2,,45-60 min,2.32,Dice Rolling; Hand Management; Open Drafting; Race,Card Game; City Building; Medieval
https://boardgamegeek.com/boardgame/409693/flatiron # Flatiron,Flatiron,Flatiron,https://boardgamegeek.com/boardgame/409693/flatiron,409693,Flatiron,2024,2024,1930,6.25752,7.55095,1345,0,1930,,,,,,,,,966.0,,,Found from URL,High,Flatiron_2024_409693.jpg,1,2,2,1,45 min,2.59,End Game Bonuses; Layering; Modular Board; Multi-Use Cards; Solo / Solitaire Game,City Building
https://boardgamegeek.com/boardgame/363183/tokaido-duo # Tokaido Duo,Tokaido Duo,Tokaido Duo,https://boardgamegeek.com/boardgame/363183/tokaido-duo,363183,Tokaido Duo,2022,2022,1925,6.26053,7.37282,1616,0,1925,,,,,,,533.0,,,,,Found from URL,High,Tokaido Duo_2022_363183.jpg,1,2,2,,20-30 min,1.85,Action Drafting; Roll / Spin and Move; Track Movement,Travel
https://boardgamegeek.com/boardgame/13/catan # Catan,Catan,Catan,https://boardgamegeek.com/boardgame/13/catan,13,CATAN,1995,1995,599,6.90748,7.09124,137300,0,599,,,,,,,208.0,,558.0,,,Found from URL,High,CATAN_1995_13.png,3,4,4,3,60-120 min,2.29,Chaining; Dice Rolling; Hand Management; Hexagon Grid; Hidden Victory Points,Economic; Negotiation
https://boardgamegeek.com/boardgame/366013/heat-pedal-to-the-metal # HEAT: Pedal to the Metal,HEAT: Pedal to the Metal,HEAT: Pedal to the Metal,https://boardgamegeek.com/boardgame/366013/heat-pedal-to-the-metal,366013,Heat: Pedal to the Metal,2022,2022,45,7.79353,8.01039,35443,0,45,,,,,,,8.0,,,,,Found from URL,High,Heat_ Pedal to the Metal_2022_366013.png,1,6,"5, 6","1, 2, 3, 4",30-60 min,2.2,"Catch the Leader; Deck, Bag, and Pool Building; Hand Management; Programmed Movement; Push Your Luck",Racing; Sports
https://boardgamegeek.com/boardgame/245222/squadro # Squadro,Squadro,Squadro,https://boardgamegeek.com/boardgame/245222/squadro,245222,Squadro,2018,2018,7254,5.65002,6.40612,541,0,7254,,,,298.0,,,,,,,,Found from URL,High,Squadro_2018_245222.jpg,2,2,2,,20 min,1.5,Grid Movement,Abstract Strategy
https://boardgamegeek.com/boardgame/368465/qawale # Qawale,Qawale,Qawale,https://boardgamegeek.com/boardgame/368465/qawale,368465,Qawale,2022,2022,3730,5.90297,6.96495,953,0,3730,,,,115.0,,,,,,,,Found from URL,High,Qawale_2022_368465.jpg,2,2,2,,15 min,1.13,Grid Coverage; Grid Movement; Layering; Mancala; Pattern Building,Abstract Strategy
https://boardgamegeek.com/boardgame/681/quarto # Quarto,Quarto,Quarto,https://boardgamegeek.com/boardgame/681/quarto,681,Quarto,1991,1991,1142,6.56546,6.90133,8587,0,1142,,,,73.0,,,,,,,,Found from URL,High,Quarto_1991_681.jpg,2,2,2,,20 min,1.88,Open Drafting; Pattern Building; Pattern Recognition; Square Grid,Abstract Strategy; Children's Game
https://boardgamegeek.com/boardgame/1419/pylos # Pylos,Pylos,Pylos,https://boardgamegeek.com/boardgame/1419/pylos,1419,Pylos,1993,1993,4032,5.86381,6.30709,2251,0,4032,,,,244.0,,,,,,,,Found from URL,High,Pylos_1993_1419.jpg,2,2,2,,10 min,1.92,Hand Management; Pattern Building; Square Grid,Abstract Strategy
https://boardgamegeek.com/boardgame/624/quoridor # Quoridor,Quoridor,Quoridor,https://boardgamegeek.com/boardgame/624/quoridor,624,Quoridor,1997,1997,1637,6.36297,6.64932,9325,0,1637,,,,112.0,,,,,,,,Found from URL,High,Quoridor_1997_624.jpg,2,4,2,4,15 min,1.82,Connections; Grid Movement; Race; Square Grid,Abstract Strategy; Children's Game; Maze
https://boardgamegeek.com/boardgame/3190/quixo # Quixo,Quixo,Quixo,https://boardgamegeek.com/boardgame/3190/quixo,3190,Quixo,1995,1995,5793,5.71661,6.2541,1079,0,5793,,,,300.0,,,,,,,,Found from URL,High,Quixo_1995_3190.jpg,2,4,2,4,15 min,1.62,Pattern Building; Square Grid; Tile Placement,Abstract Strategy
https://boardgamegeek.com/boardgame/2807/catan-5-6-player-expansion # Catan: 5-6 Spieler Erweiterung,Catan: 5-6 Spieler Erweiterung,Catan: 5-6 Spieler Erweiterung,https://boardgamegeek.com/boardgame/2807/catan-5-6-player-expansion,2807,CATAN: 5-6 Player Expansion,1996,1996,0,6.69764,6.98142,17685,1,,,,,,,,,,,,,Found from URL,High,CATAN 5-6 Player Expansion_1996_2807.jpg,5,6,5,6,120 min,2.31,Dice Rolling; Hand Management; Modular Board; Network and Route Building; Trading,Expansion for Base-game; Negotiation
https://boardgamegeek.com/boardgame/325/catan-seafarers # Catan: Seefahrer Erweiterung,Catan: Seefahrer Erweiterung,Catan: Seefahrer Erweiterung,https://boardgamegeek.com/boardgame/325/catan-seafarers,325,CATAN: Seafarers,1997,1997,0,6.91008,7.1582,20724,1,,,,,,,,,,,,,Found from URL,High,CATAN Seafarers_1997_325.jpg,3,4,4,3,90 min,2.38,Dice Rolling; Hand Management; Memory; Modular Board; Network and Route Building,Expansion for Base-game; Exploration; Nautical
https://boardgamegeek.com/boardgame/4103/catan-seafarers-5-6-player-extension # Catan: Seefahrer 5-6 Spieler Erweiterung,Catan: Seefahrer 5-6 Spieler Erweiterung,Catan: Seefahrer 5-6 Spieler Erweiterung,https://boardgamegeek.com/boardgame/4103/catan-seafarers-5-6-player-extension,4103,CATAN: Seafarers – 5-6 Player Extension,1999,1999,0,6.43006,7.00161,4544,1,,,,,,,,,,,,,Found from URL,High,CATAN Seafarers  5-6 Player Extension_1999_4103.jpg,5,6,5,6,120 min,2.42,Dice Rolling; Hand Management; Memory; Modular Board; Network and Route Building,Civilization; Expansion for Base-game; Exploration
https://boardgamegeek.com/boardgame/926/catan-cities-and-knights # Catan: Städte & Ritter Erweiterung,Catan: Städte & Ritter Erweiterung,Catan: Städte & Ritter Erweiterung,https://boardgamegeek.com/boardgame/926/catan-cities-and-knights,926,CATAN: Cities & Knights,1998,1998,0,7.15134,7.44977,21208,1,,,,,,,,,,,,,Found from URL,High,CATAN Cities  Knights_1998_926.jpg,3,4,4,3,90-150 min,2.9,Dice Rolling; Hand Management; Memory; Modular Board; Network and Route Building,Expansion for Base-game; Medieval; Negotiation
https://boardgamegeek.com/boardgame/4101/catan-cities-and-knights-5-6-player-extension # Catan: Städte & Ritter 5-6 Spieler Erweiterung,Catan: Städte & Ritter 5-6 Spieler Erweiterung,Catan: Städte & Ritter 5-6 Spieler Erweiterung,https://boardgamegeek.com/boardgame/4101/catan-cities-and-knights-5-6-player-extension,4101,CATAN: Cities & Knights – 5-6 Player Extension,2000,2000,0,6.47474,7.14717,4127,1,,,,,,,,,,,,,Found from URL,High,CATAN Cities  Knights  5-6 Player Extension_2000_4101.jpg,5,6,6,"4, 5",120 min,2.75,Dice Rolling; Hand Management; Memory; Modular Board; Network and Route Building,Expansion for Base-game; Medieval; Negotiation
https://boardgamegeek.com/boardgame/27760/catan-traders-and-barbarians # Catan: Händler & Barbaren Erweiterung,Catan: Händler & Barbaren Erweiterung,Catan: Händler & Barbaren Erweiterung,https://boardgamegeek.com/boardgame/27760/catan-traders-and-barbarians,27760,CATAN: Traders & Barbarians,2007,2007,0,6.4495,6.97815,5349,1,,,,,,,,,,,,,Found from URL,High,CATAN Traders  Barbarians_2007_27760.png,2,4,4,"2, 3",60 min,2.57,Auction / Bidding; Dice Rolling; Hand Management; Memory; Modular Board,Expansion for Base-game; Negotiation; Transportation
https://boardgamegeek.com/boardgame/34691/catan-traders-and-barbarians-5-6-player-expansion # Catan: Händler & Barbaren 5-6 Spieler Erweiterung,Catan: Händler & Barbaren 5-6 Spieler Erweiterung,Catan: Händler & Barbaren 5-6 Spieler Erweiterung,https://boardgamegeek.com/boardgame/34691/catan-traders-and-barbarians-5-6-player-expansion,34691,CATAN: Traders & Barbarians – 5-6 Player Expansion,2008,2008,0,5.82577,6.88374,864,1,,,,,,,,,,,,,Found from URL,High,CATAN Traders  Barbarians  5-6 Player Expansion_2008_34691.png,5,6,6,,90 min,2.45,Dice Rolling; Hand Management; Modular Board; Network and Route Building; Trading,Civilization; Expansion for Base-game; Negotiation
https://boardgamegeek.com/boardgame/135378/catan-explorers-and-pirates # Catan: Entdecker & Piraten Erweiterung,Catan: Entdecker & Piraten Erweiterung,Catan: Entdecker & Piraten Erweiterung,https://boardgamegeek.com/boardgame/135378/catan-explorers-and-pirates,135378,CATAN: Explorers & Pirates,2013,2013,0,6.26397,7.14849,2456,1,,,,,,,,,,,,,Found from URL,High,CATAN Explorers  Pirates_2013_135378.jpg,2,4,4,"2, 3",90-120 min,2.83,Dice Rolling; Hand Management; Modular Board; Network and Route Building; Trading,Expansion for Base-game; Exploration; Nautical
https://boardgamegeek.com/boardgame/144419/catan-explorers-and-pirates-5-6-player-extension # Catan: Entdecker & Piraten 5-6 Spieler Erweiterung,Catan: Entdecker & Piraten 5-6 Spieler Erweiterung,Catan: Entdecker & Piraten 5-6 Spieler Erweiterung,https://boardgamegeek.com/boardgame/144419/catan-explorers-and-pirates-5-6-player-extension,144419,CATAN: Explorers & Pirates – 5-6 Player Extension,2013,2013,0,5.67399,7.22876,314,1,,,,,,,,,,,,,Found from URL,High,CATAN Explorers  Pirates  5-6 Player Extension_2013_144419.jpg,5,6,,,120-150 min,2.94,Dice Rolling; Hand Management; Modular Board; Network and Route Building; Trading,Expansion for Base-game; Nautical; Negotiation
https://boardgamegeek.com/boardgame/408727/catan-new-energies # Catan: Neue Energien,Catan: Neue Energien,Catan: Neue Energien,https://boardgamegeek.com/boardgame/408727/catan-new-energies,408727,CATAN: New Energies,2024,2024,7668,5.63563,7.10189,286,0,7668,,,,,,,,,,,,Found from URL,High,CATAN New Energies_2024_408727.png,3,4,,,90 min,2.4,Area Majority / Influence; Dice Rolling; Hexagon Grid; Modular Board; Trading,Civilization; Economic; Environmental
https://boardgamegeek.com/boardgame/181494/cvlizations # CVlizations,CVlizations,CVlizations,https://boardgamegeek.com/boardgame/181494/cvlizations,181494,CVlizations,2015,2015,5363,5.74266,6.23708,1157,0,5363,,,,,,,1642.0,,,,,Found from URL,High,CVlizations_2015_181494.jpg,2,5,4,"3, 5",45-60 min,1.89,Action Queue; Hand Management; Set Collection; Turn Order: Progressive; Turn Order: Role Order,Card Game; Civilization; Humor
https://boardgamegeek.com/boardgame/158899/colt-express # Colt Express,Colt Express,Colt Express,https://boardgamegeek.com/boardgame/158899/colt-express,158899,Colt Express,2014,2014,543,6.95342,7.09676,34417,0,543,,,,,,,155.0,,,,,Found from URL,High,Colt Express_2014_158899.jpg,2,6,"5, 6","3, 4",40 min,1.83,Action Queue; Hand Management; Memory; Programmed Movement; Take That,American West; Fighting; Trains
https://boardgamegeek.com/boardgame/260605/camel-up-second-edition # Camel Up,Camel Up,Camel Up,https://boardgamegeek.com/boardgame/260605/camel-up-second-edition,260605,Camel Up (Second Edition),2018,2018,259,7.25318,7.55755,16344,0,259,,,,,,,48.0,8.0,,,,Found from URL,High,Camel Up Second Edition_2018_260605.jpg,3,8,"5, 6","3, 4, 7, 8",30-45 min,1.51,Betting and Bluffing; Dice Rolling; Roll / Spin and Move; Track Movement; Variable Set-up,Animals; Arabian; Dice
https://boardgamegeek.com/boardgame/127398/legends-of-andor # Legenden von Andor,Legenden von Andor,Legenden von Andor,https://boardgamegeek.com/boardgame/127398/legends-of-andor,127398,Legends of Andor,2012,2012,655,6.86513,7.09084,20362,0,655,,,,,,,,,,202.0,,Found from URL,High,Legends of Andor_2012_127398.jpg,2,4,4,"1, 2, 3",60-90 min,2.76,Action Points; Area Movement; Cooperative Game; Dice Rolling; Events,Adventure; Fantasy; Fighting
https://boardgamegeek.com/boardgame/36218/dominion # Dominion,Dominion,Dominion,https://boardgamegeek.com/boardgame/36218/dominion,36218,Dominion,2008,2008,142,7.47578,7.59719,94899,0,142,,,,,,,,,140.0,,,Found from URL,High,Dominion_2008_36218.jpg,2,4,3,"2, 4",30 min,2.35,"Deck, Bag, and Pool Building; Delayed Purchase; Hand Management; Open Drafting; Take That",Card Game; Medieval
https://boardgamegeek.com/boardgame/68448/7-wonders # 7 Wonders,7 Wonders,7 Wonders,https://boardgamegeek.com/boardgame/68448/7-wonders,68448,7 Wonders,2010,2010,111,7.55581,7.66763,110203,0,111,,,,,,,19.0,,116.0,,,Found from URL,High,7 Wonders_2010_68448.jpg,2,7,"4, 5","3, 6, 7",30 min,2.31,Closed Drafting; End Game Bonuses; Hand Management; Melding and Splaying; Multi-Use Cards,Ancient; Card Game; City Building
https://boardgamegeek.com/boardgame/181304/mysterium # Mysterium,Mysterium,Mysterium,https://boardgamegeek.com/boardgame/181304/mysterium,181304,Mysterium,2015,2015,432,7.05701,7.19825,47583,0,432,,,,,,,120.0,,,149.0,,Found from URL,High,Mysterium_2015_181304.jpg,2,7,"5, 6","4, 7",42 min,1.89,Communication Limits; Cooperative Game; Deduction; Finale Ending; Hand Management,Deduction; Murder / Mystery; Party Game
https://boardgamegeek.com/boardgame/410291/heat-heavy-rain # HEAT: Nasser Asphalt,HEAT: Nasser Asphalt,HEAT: Nasser Asphalt,https://boardgamegeek.com/boardgame/410291/heat-heavy-rain,410291,Heat: Heavy Rain,2024,2024,0,6.73105,8.08726,2202,1,,,,,,,,,,,,,Found from URL,High,Heat_ Heavy Rain_2024_410291.jpg,1,7,"5, 6","1, 3, 4, 7",,2.34,Catch the Leader; Hand Management; Push Your Luck; Race; Simulation,Expansion for Base-game; Racing; Sports
